username,datetime,portal,page,remark1,remark2
"admin","2021-01-03 04:20:14","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 04:20:15","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 04:21:43","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 04:21:45","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 04:21:45","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 04:21:52","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-03 04:21:53","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 04:21:54","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 05:55:20","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 05:55:22","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 05:55:22","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 05:55:28","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-03 05:55:30","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 05:55:31","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-09 02:23:18","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-09 02:23:20","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-09 02:23:21","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-09 02:23:27","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-09 02:23:29","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-09 02:23:31","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-10 02:07:16","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
